onetsoc_code,task_id,occupation_title,task_text_clean,hdbscan_cluster,hdbscan_cluster_assigned,auto_label_v2,auto_label_definition,auto_label_source,variant,was_hdbscan_noise
29-2057.00,19249,Ophthalmic Medical Technicians,"Measure visual acuity, including near, distance, pinhole, or dynamic visual acuity, using appropriate tests.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19248,Ophthalmic Medical Technicians,"Measure and record lens power, using lensometers.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19239,Ophthalmic Medical Technicians,Administer topical ophthalmic or oral medications.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19245,Ophthalmic Medical Technicians,Conduct visual field tests to measure field of vision.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19255,Ophthalmic Medical Technicians,"Assist physicians in performing ophthalmic procedures, including surgery.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19258,Ophthalmic Medical Technicians,"Measure corneal curvature with keratometers or ophthalmometers to aid in the diagnosis of conditions, such as astigmatism.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19244,Ophthalmic Medical Technicians,Conduct ocular motility tests to measure function of eye muscles.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19243,Ophthalmic Medical Technicians,Clean or sterilize ophthalmic or surgical instruments.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19247,Ophthalmic Medical Technicians,Maintain ophthalmic instruments or equipment.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19246,Ophthalmic Medical Technicians,Instruct patients in the care and use of contact lenses.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19240,Ophthalmic Medical Technicians,"Assess refractive conditions of eyes, using retinoscopes.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19242,Ophthalmic Medical Technicians,Call patients to inquire about their post-operative status or recovery.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19241,Ophthalmic Medical Technicians,Assist patients to insert or remove contact lenses.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19256,Ophthalmic Medical Technicians,Conduct binocular disparity tests to assess depth perception.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19253,Ophthalmic Medical Technicians,Adjust or make minor repairs to spectacles or eyeglasses.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2057.00,19254,Ophthalmic Medical Technicians,Assist patients to select eyewear.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2061.00,507,Licensed Practical and Licensed Vocational Nurses,"Observe patients, charting and reporting changes in patients' conditions, such as adverse reactions to medication or treatment, and taking any necessary action.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,510,Licensed Practical and Licensed Vocational Nurses,"Measure and record patients' vital signs, such as height, weight, temperature, blood pressure, pulse, or respiration.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,508,Licensed Practical and Licensed Vocational Nurses,"Administer prescribed medications or start intravenous fluids, noting times and amounts on patients' charts.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,511,Licensed Practical and Licensed Vocational Nurses,"Provide basic patient care or treatments, such as taking temperatures or blood pressures, dressing wounds, treating bedsores, giving enemas or douches, rubbing with alcohol, massaging, or performing catheterizations.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,509,Licensed Practical and Licensed Vocational Nurses,Answer patients' calls and determine how to assist them.,-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,513,Licensed Practical and Licensed Vocational Nurses,Supervise nurses' aides or assistants.,-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,516,Licensed Practical and Licensed Vocational Nurses,"Evaluate nursing intervention outcomes, conferring with other healthcare team members as necessary.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,514,Licensed Practical and Licensed Vocational Nurses,"Work as part of a healthcare team to assess patient needs, plan and modify care, and implement interventions.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,515,Licensed Practical and Licensed Vocational Nurses,Record food and fluid intake and output.,-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,517,Licensed Practical and Licensed Vocational Nurses,"Assemble and use equipment, such as catheters, tracheotomy tubes, or oxygen suppliers.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,518,Licensed Practical and Licensed Vocational Nurses,"Collect samples, such as blood, urine, or sputum from patients, and perform routine laboratory tests on samples.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,520,Licensed Practical and Licensed Vocational Nurses,Prepare or examine food trays for conformance to prescribed diet.,-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,512,Licensed Practical and Licensed Vocational Nurses,"Help patients with bathing, dressing, maintaining personal hygiene, moving in bed, or standing and walking.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,519,Licensed Practical and Licensed Vocational Nurses,"Prepare patients for examinations, tests, or treatments and explain procedures.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,521,Licensed Practical and Licensed Vocational Nurses,"Apply compresses, ice bags, or hot water bottles.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,524,Licensed Practical and Licensed Vocational Nurses,"Provide medical treatment or personal care to patients in private home settings, such as cooking, keeping rooms orderly, seeing that patients are comfortable and in good spirits, or instructing family members in simple nursing tasks.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,525,Licensed Practical and Licensed Vocational Nurses,"Sterilize equipment and supplies, using germicides, sterilizer, or autoclave.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,528,Licensed Practical and Licensed Vocational Nurses,"Make appointments, keep records, or perform other clerical duties in doctors' offices or clinics.",-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,529,Licensed Practical and Licensed Vocational Nurses,Set up equipment and prepare medical treatment rooms.,-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,527,Licensed Practical and Licensed Vocational Nurses,Wash and dress bodies of deceased persons.,-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,522,Licensed Practical and Licensed Vocational Nurses,Clean rooms and make beds.,-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2061.00,523,Licensed Practical and Licensed Vocational Nurses,Inventory and requisition supplies and instruments.,-1,166,Lead specialty nursing,"Provide advanced specialty nursing care while coordinating standards, policies, and professional development.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
29-2072.00,22877,Medical Records Specialists,"Assign the patient to diagnosis-related groups (DRGs), using appropriate computer software.",15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22878,Medical Records Specialists,Compile and maintain patients' medical records to document condition and treatment and to provide data for research or cost control and care improvement efforts.,15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22879,Medical Records Specialists,Consult classification manuals to locate information about disease processes.,15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22880,Medical Records Specialists,"Enter data, such as demographic characteristics, history and extent of disease, diagnostic procedures, or treatment into computer.",15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22881,Medical Records Specialists,"Identify, compile, abstract, and code patient data, using standard classification systems.",15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22882,Medical Records Specialists,"Maintain or operate a variety of health record indexes or storage and retrieval systems to collect, classify, store, or analyze information.",15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22883,Medical Records Specialists,Post medical insurance billings.,15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22884,Medical Records Specialists,Process and prepare business or government forms.,15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22885,Medical Records Specialists,Process patient admission or discharge documents.,15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22886,Medical Records Specialists,Protect the security of medical records to ensure that confidentiality is maintained.,15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22887,Medical Records Specialists,Release information to persons or agencies according to regulations.,15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22888,Medical Records Specialists,"Resolve or clarify codes or diagnoses with conflicting, missing, or unclear information by consulting with doctors or others or by participating in the coding team's regular meetings.",15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22889,Medical Records Specialists,"Retrieve patient medical records for physicians, technicians, or other medical personnel.",15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22890,Medical Records Specialists,"Review records for completeness, accuracy, and compliance with regulations.",15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22891,Medical Records Specialists,Scan patients' health records into electronic formats.,15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22892,Medical Records Specialists,Schedule medical appointments for patients.,15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2072.00,22893,Medical Records Specialists,Transcribe medical reports.,15,15,Manage health information,"Apply informatics and records practices to organize, protect, and analyze health data for better care and administration.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4201,"Opticians, Dispensing","Measure clients' bridge and eye size, temple length, vertex distance, pupillary distance, and optical centers of eyes, using measuring devices.",50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4202,"Opticians, Dispensing",Verify that finished lenses are ground to specifications.,50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4210,"Opticians, Dispensing",Evaluate prescriptions in conjunction with clients' vocational and avocational visual requirements.,50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4207,"Opticians, Dispensing","Recommend specific lenses, lens coatings, and frames to suit client needs.",50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4204,"Opticians, Dispensing","Assist clients in selecting frames according to style and color, and ensure that frames are coordinated with facial and eye measurements and optical prescriptions.",50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4205,"Opticians, Dispensing","Maintain records of customer prescriptions, work orders, and payments.",50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4209,"Opticians, Dispensing","Heat, shape, or bend plastic or metal frames to adjust eyeglasses to fit clients, using pliers and hands.",50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4213,"Opticians, Dispensing","Show customers how to insert, remove, and care for their contact lenses.",50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4212,"Opticians, Dispensing","Determine clients' current lens prescriptions, when necessary, using lensometers or lens analyzers and clients' eyeglasses.",50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4203,"Opticians, Dispensing",Prepare work orders and instructions for grinding lenses and fabricating eyeglasses.,50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4215,"Opticians, Dispensing","Obtain a customer's previous record, or verify a prescription with the examining optometrist or ophthalmologist.",50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4208,"Opticians, Dispensing","Sell goods such as contact lenses, spectacles, sunglasses, and goods related to eyes, in general.",50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4217,"Opticians, Dispensing",Fabricate lenses to meet prescription specifications.,50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4206,"Opticians, Dispensing","Perform administrative duties, such as tracking inventory and sales, submitting patient insurance information, and performing simple bookkeeping.",50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4219,"Opticians, Dispensing","Assemble eyeglasses by cutting and edging lenses, and fitting the lenses into frames.",50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4211,"Opticians, Dispensing",Instruct clients in how to wear and care for eyeglasses.,50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4220,"Opticians, Dispensing",Supervise the training of student opticians.,50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,18551,"Opticians, Dispensing",Order and purchase frames and lenses.,50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4218,"Opticians, Dispensing","Grind lens edges, or apply coatings to lenses.",50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4214,"Opticians, Dispensing",Repair damaged frames.,50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2081.00,4216,"Opticians, Dispensing",Arrange and maintain displays of optical merchandise.,50,50,Diagnose vision conditions,"Examine eyes, interpret test results, and provide corrective or therapeutic vision care.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9384,Orthotists and Prosthetists,"Fit, test, and evaluate devices on patients, and make adjustments for proper fit, function, and comfort.",116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9385,Orthotists and Prosthetists,Instruct patients in the use and care of orthoses and prostheses.,116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9387,Orthotists and Prosthetists,Maintain patients' records.,116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9383,Orthotists and Prosthetists,"Examine, interview, and measure patients to determine their appliance needs and to identify factors that could affect appliance fit.",116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9389,Orthotists and Prosthetists,"Select materials and components to be used, based on device design.",116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9386,Orthotists and Prosthetists,"Design orthopedic and prosthetic devices, based on physicians' prescriptions and examination and measurement of patients.",116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9391,Orthotists and Prosthetists,"Repair, rebuild, and modify prosthetic and orthopedic appliances.",116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9392,Orthotists and Prosthetists,"Construct and fabricate appliances, or supervise others constructing the appliances.",116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9388,Orthotists and Prosthetists,Make and modify plaster casts of areas to be fitted with prostheses or orthoses to guide the device construction process.,116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9390,Orthotists and Prosthetists,Confer with physicians to formulate specifications and prescriptions for orthopedic or prosthetic devices.,116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9395,Orthotists and Prosthetists,Show and explain orthopedic and prosthetic appliances to healthcare workers.,116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9393,Orthotists and Prosthetists,"Train and supervise support staff, such as orthopedic and prosthetic assistants and technicians.",116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9394,Orthotists and Prosthetists,Update skills and knowledge by attending conferences and seminars.,116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9396,Orthotists and Prosthetists,Research new ways to construct and use orthopedic and prosthetic devices.,116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2091.00,9397,Orthotists and Prosthetists,Publish research findings or present them at conferences and seminars.,116,116,Provide dental care,"Examine oral health, perform procedures, and plan treatments to maintain or restore dental function.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2092.00,17441,Hearing Aid Specialists,Train clients to use hearing aids or other augmentative communication devices.,44,44,Assess hearing function,"Test hearing or balance, fit assistive devices, and monitor patient outcomes.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2092.00,21189,Hearing Aid Specialists,Counsel patients and families on communication strategies and the effects of hearing loss.,44,44,Assess hearing function,"Test hearing or balance, fit assistive devices, and monitor patient outcomes.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2092.00,17439,Hearing Aid Specialists,Select and administer tests to evaluate hearing or related disabilities.,44,44,Assess hearing function,"Test hearing or balance, fit assistive devices, and monitor patient outcomes.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2092.00,17440,Hearing Aid Specialists,"Administer basic hearing tests including air conduction, bone conduction, or speech audiometry tests.",44,44,Assess hearing function,"Test hearing or balance, fit assistive devices, and monitor patient outcomes.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2092.00,17443,Hearing Aid Specialists,Maintain or repair hearing aids or other communication devices.,44,44,Assess hearing function,"Test hearing or balance, fit assistive devices, and monitor patient outcomes.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2092.00,17446,Hearing Aid Specialists,"Perform basic screening procedures, such as pure tone screening, otoacoustic screening, immittance screening, and screening of ear canal status using otoscope.",44,44,Assess hearing function,"Test hearing or balance, fit assistive devices, and monitor patient outcomes.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2092.00,17442,Hearing Aid Specialists,Create or modify impressions for earmolds and hearing aid shells.,44,44,Assess hearing function,"Test hearing or balance, fit assistive devices, and monitor patient outcomes.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2092.00,17448,Hearing Aid Specialists,"Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in audiology.",44,44,Assess hearing function,"Test hearing or balance, fit assistive devices, and monitor patient outcomes.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2092.00,17444,Hearing Aid Specialists,Demonstrate assistive listening devices (ALDs) to clients.,44,44,Assess hearing function,"Test hearing or balance, fit assistive devices, and monitor patient outcomes.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2092.00,17447,Hearing Aid Specialists,"Assist audiologists in performing aural procedures, such as real ear measurements, speech audiometry, auditory brainstem responses, electronystagmography, and cochlear implant mapping.",44,44,Assess hearing function,"Test hearing or balance, fit assistive devices, and monitor patient outcomes.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2092.00,17445,Hearing Aid Specialists,Diagnose and treat hearing or related disabilities under the direction of an audiologist.,44,44,Assess hearing function,"Test hearing or balance, fit assistive devices, and monitor patient outcomes.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17429,Neurodiagnostic Technologists,"Indicate artifacts or interferences derived from sources outside of the brain, such as poor electrode contact or patient movement, on electroneurodiagnostic recordings.",131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17431,Neurodiagnostic Technologists,"Monitor patients during tests or surgeries, using electroencephalographs (EEG), evoked potential (EP) instruments, or video recording equipment.",131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
